x1,x2,x3,y
2145,-1093,1734,1230
-170,-7434,7291,-22386
1834,-6784,-7514,28041
-4710,-3393,6994,-35115
9499,9932,8064,4302
2303,-5637,9244,-20826
-584,-1359,1842,-7281
8933,-5796,297,25905
3629,3972,7720,-12276
6038,5238,-1859,23688
1014,-3874,-1382,7185
2963,-4328,-843,11415
692,9896,-9829,31560
-1023,-1107,-2585,4683
5039,3011,-2626,22992
5008,-3624,-1108,18345
7665,-7678,-5352,39048
7025,-1552,5226,5394
9355,-3730,-7719,51219
6184,4903,2494,11067
3237,3787,5315,-6237
-9089,3402,-3961,-15387
2159,2753,6860,-14106
7252,-2298,2400,14553
-5147,-6926,8346,-40482
-1091,7228,-6463,16113
-3091,7757,1301,-13179
-1316,-9809,-5784,13401
-5263,-6856,9274,-43614
1624,669,6413,-14370
3295,-6944,6118,-8472
8477,2225,9836,-4080
1207,-6840,-2258,10392
-9891,-7739,-4860,-15096
9057,-6631,-3823,38637
9089,2975,1450,22914
-5894,-181,-3236,-7977
4004,-881,8232,-12687
-8076,6624,9886,-53889
-3804,8611,6131,-29808
-5616,3810,9966,-46749
2999,1060,1767,3693
7380,-2719,5154,6675
-9801,8112,-7325,-7431
-5046,-6283,-5259,636
2717,3220,-9124,35520
-2801,-2467,-924,-5634
5915,-2137,-1617,22593
4301,2873,-3844,24432
-1543,3315,-9428,23652
-822,-6291,-9989,27498
-5086,-4828,426,-16539
-4441,9511,-3,-13317
-8652,-2944,-7772,-2643
-9279,6740,8206,-52458
2095,-1778,687,4221
6477,2333,-3786,30786
-5831,-6155,-6475,1929
1871,-5130,-3124,14982
1727,2169,4032,-6918
1954,1535,-4961,20742
8702,-1198,-6421,45366
-5784,-7987,7203,-38964
4448,-8578,3672,2325
9750,7155,-8002,53253
-9637,3694,-4890,-14244
615,9069,6462,-17544
452,2699,491,-120
-3294,7850,954,-12747
686,-1067,5207,-13566
1793,6313,1417,1125
8534,8040,5379,9462
3833,-479,-6587,31257
3330,-9367,-8110,34317
6611,219,1238,16116
-6092,5777,-3327,-8298
-3576,-3283,-2722,-2565
-7037,-425,198,-21708
1941,9441,9367,-22281
-3676,8296,-1122,-7665
-8821,-3326,4888,-41130
-2676,-8726,1546,-12669
-3097,7623,1248,-13038
7057,-1611,7878,-2466
7741,1712,-4338,36234
5397,-7791,223,15519
-7080,2891,60,-21423
273,6621,4544,-12816
8023,7393,-470,25476
6372,-7884,7822,-4353
5542,6015,-3792,27999
-3329,7510,4736,-24198
870,-2989,-7273,24426
2117,-1833,-2264,13140
-3301,522,-4963,4983
-8577,-6958,977,-28665
1503,5201,-5859,22083
-6100,-1022,-7421,3960
5828,-6616,-3118,26835
-8071,-64,2735,-32421
7673,-9141,6933,2217
-4193,4622,-1685,-7527
7409,8554,-7582,44970
5120,3645,4168,2853
-5590,-6378,8742,-42999
-1368,5482,6243,-22836
-5303,2599,3742,-27138
-3797,-3531,535,-12999
-8534,-339,6143,-44034
6680,1207,539,18420
5784,4112,2750,9099
5143,-9486,-7573,38145
2085,-9039,2142,-174
-9981,-1387,-1131,-26553
9007,-1428,-1220,30678
-1486,-7658,-9241,23262
1598,8423,8346,-20247
-9703,4632,4717,-43263
-3428,-8422,-2426,-3009
2605,1131,376,6684
3610,5957,-6026,28905
-9822,9646,-1723,-24300
1605,-5002,4073,-7407
930,-560,-700,4887
5166,-8117,-3068,24699
2999,-4331,7788,-14370
-7133,-1959,6219,-40059
8794,6538,-2737,34590
-8339,-8594,2669,-33027
2547,-572,-3526,18216
-8010,-1315,-793,-21654
274,52,-5091,16092
-4054,-1454,-6021,5898
-435,8556,-7883,22341
5179,1901,2484,8082
8052,9737,-1134,27555
5978,4767,3479,7494
-2060,-6951,6756,-26451
-9180,5443,1533,-32142
5090,7105,3543,4638
5249,-3355,-3663,26733
221,-7819,2277,-6171
2794,8399,-2587,16140
-7993,8408,-8304,930
-4007,-9545,9667,-41025
-5030,5178,-3454,-4731
1372,-8105,-9727,33294
7240,6874,-1601,26520
-5376,2537,620,-17991
420,8588,6996,-19731
-6318,-9909,7614,-41799
-9665,4623,145,-29433
2318,-6015,3148,-2493
9422,-2427,-7773,51582
-4329,-4629,-6353,6069
4436,7119,5378,-2829
-1659,-9073,4317,-17931
82,1747,6740,-19977
-8612,-28,6769,-46146
1165,4004,-6316,22440
8233,-4031,4561,11013
5653,8976,-8538,42570
6236,2477,-8222,43371
4250,-3153,2961,3864
-2104,5896,1738,-11529
8842,-3998,8249,1776
7230,-2036,-8494,47169
4256,-6843,541,11142
-9512,-467,-8823,-2070
-5807,-402,1977,-23355
-6906,-4178,-8933,6078
1784,8059,338,4335
-5569,-4457,-2144,-10278
-5061,449,-5299,711
7274,1773,7184,267
-7041,-8118,-3083,-11877
6269,9471,4530,5214
7853,-775,-9552,52212
-8854,1831,-8019,-2508
414,1741,-9301,29142
-9684,-1336,-893,-26376
-4081,3099,1575,-16971
-7773,1480,-7039,-2205
-4928,2075,-6302,4119
8604,8852,6328,6825
747,1030,-8830,28728
634,-7565,6780,-18441
-8023,3065,-858,-21498
7750,4797,7366,1149
1734,-8894,295,4314
443,5599,-900,4026
4268,4033,4531,-792
2693,-7824,-1142,11502
-3102,-7696,-4597,4482
-9647,-9029,-9212,-1308
2050,8242,-6126,24525
1154,1794,-4126,15837
-1480,-5259,-3023,4626
7382,-855,2998,13149
4882,9876,9189,-12924
-3059,-8706,1192,-12756
-1471,403,-2325,2559
2408,8845,1299,3324
5107,-5069,3801,3915
9764,-46,-3328,39273
9019,4315,7371,4941
-3702,-6955,7554,-33771
9883,6243,-5693,46725
-7236,-6134,9962,-51597
-5003,1846,7641,-37935
-2908,7089,-9197,18864
-934,6475,-694,-723
-8032,-7184,6056,-42267
-612,-4619,-6482,17607
4143,-4505,1264,8634
-8917,-8831,822,-29220
-6034,5613,5189,-33672
-9776,8926,-5014,-14289
1805,7990,-6444,24744
1170,-9589,2248,-3237
-8586,-2110,5185,-41316
2676,8305,-8704,34137
-5148,2789,-7634,7455
9690,5093,-3090,38337
-8790,6133,-5217,-10722
-5001,7411,-7172,6510
-4909,-5052,-4217,-2079
-2163,-7535,-7575,16233
-8596,3,6838,-46305
6819,8929,-1682,25500
262,7005,-1228,4467
8000,2481,5630,7107
-5470,-25,260,-17193
-7300,-2766,7150,-43353
2985,-9277,-8372,34068
-5331,-5927,-7379,6141
-9600,-5877,-7871,-5190
562,2334,7352,-20373
8181,-1626,3724,13368
5206,-4874,6132,-2781
5322,-2837,9881,-13680
-7178,-3909,7311,-43470
-9027,4653,3322,-37050
4649,529,-5507,30465
-8619,3845,9971,-55773
177,-5820,178,-6
7468,2269,-2050,28551
7164,3938,3646,10551
-9686,-4104,-2347,-22020
5165,-729,-7302,37398
-8086,-614,7091,-45534
33,2935,-1176,3624
-5652,-2367,5962,-34845
4299,-8710,358,11820
5456,-1083,-6705,36480
-738,-7124,-4578,11517
-6118,5703,357,-19428
-591,2328,-2180,4764
-4022,7620,-7085,9186
-8246,8119,6729,-44928
5284,5961,-179,16386
3429,-9225,6672,-9732
9209,957,4348,14580
-7491,-5570,8866,-49074
7072,6091,1393,17034
-3033,8950,5098,-24396
-2021,-8278,-7395,16119
8059,-4888,9586,-4584
299,-8913,7220,-20766
1029,673,-5195,18669
2484,-5417,-5449,23796
3247,-4718,-8295,34623
-913,-4245,8852,-29298
-5128,9689,-271,-14574
-9272,4147,9898,-57513
-9731,254,-5759,-11919
-9654,2206,-807,-26544
5399,4082,-9090,43464
-6701,-6903,5479,-36543
1875,4233,793,3243
4574,-2923,7510,-8811
6192,-7926,-4029,30660
-5082,9241,-6977,5682
-6360,-5470,-4432,-5787
2908,9725,-5423,24990
-9314,1154,5682,-44991
9844,8400,3506,19011
7815,4999,-9950,53292
368,-5296,7600,-21699
-9327,-33,3395,-38169
-6016,7269,-8255,6714
-5080,-4751,6953,-36102
-5349,-4011,952,-18906
-2445,1657,3665,-18333
-7540,-9003,-1765,-17328
1415,-5238,-7891,27915
7596,-9552,1428,18501
-833,-3379,5679,-19539
-377,-4689,-6976,19794
-9797,4956,-2444,-22062
-4388,2534,-4106,-849
6523,1888,8228,-5118
-120,5922,-8637,25548
-7234,2203,-806,-19287
-16,-1487,-6927,20730
7892,6653,-5240,39393
9688,-4640,6791,8688
264,-425,-2372,7905
3671,816,-7785,34365
-9925,4940,-5546,-13140
-4832,-4415,-739,-12282
8105,-1316,3623,13443
1707,-904,-4312,18054
-8946,1663,6237,-45552
-4723,9043,-9371,13941
-8872,1780,-8396,-1431
5792,745,4805,2958
-2697,4758,-4808,6330
3697,8846,2041,4965
2916,9546,-9757,38016
5221,-9108,8008,-8364
-5375,-6880,-7573,6591
1851,8703,-2548,13194
2158,-302,-7710,29601
-9625,9246,-1231,-25185
3105,-2572,9150,-18138
-3263,4207,-8649,16155
6679,-8643,3242,10308
8446,-7576,267,24534
-3552,2776,7372,-32775
2521,-9910,-9904,37272
-9641,5919,-7836,-5418
-1404,9982,-7739,19002
-7821,9188,-5760,-6186
8532,-8898,-4994,40575
1800,2024,8869,-21210
7915,-6797,-2311,30675
7740,6618,-7202,44823
-8706,1044,5619,-42978
169,2600,-3876,12132
8294,-5499,1009,21852
-5297,3682,2865,-24489
2521,2556,-9468,35964
-699,-8519,-5249,13647
-9952,-4092,2296,-36747
1080,-7152,9509,-25290
-5817,-726,-4080,-5214
-2098,-4200,-1480,-1857
3798,-1358,-9460,39771
-5035,-740,1839,-20625
107,3178,-4356,13386
1097,-4841,3023,-5781
-8041,-9480,6636,-44034
2660,-2061,-3363,18066
4444,2284,-2432,20625
3835,-9916,6334,-7500
-5828,8752,-8686,8571
-7992,6366,-4378,-10845
404,-7220,-5610,18039
2061,-4905,-7945,30015
-6182,-6670,9006,-45567
9592,2408,-7630,51663
7911,-8595,9641,-5193
103,7113,5965,-17589
-7465,-4750,-610,-20568
-369,3532,-7468,21294
8263,8933,-9869,54393
8269,-1306,2837,16293
2916,5104,9829,-20742
-4017,7671,-1553,-7395
8983,8873,8210,2316
9117,-5380,-6785,47703
-6307,-3281,206,-19542
-4252,5148,-990,-9789
-5619,1293,-8524,8712
-3173,1815,4287,-22383
3455,-5599,-7906,34080
6473,-4682,6011,1383
-8129,-6417,-2574,-16668
-4505,-569,7153,-34977
-8716,-112,8441,-51474
-4557,-3440,2650,-21624
1289,-3431,-1411,8097
9301,8789,-8303,52809
3944,6556,-5616,28677
-1137,-4690,-6066,14784
-8613,3899,5751,-43095
-8664,8690,-1656,-21027
-9156,5751,-6235,-8766
-4943,6436,7323,-36801
4479,-6542,6106,-4884
5633,6141,-179,17433
-8864,5912,735,-28800
2633,5899,-1644,12828
4636,7785,-6126,32283
-7947,4045,-5722,-6678
4052,-2015,3767,852
8539,4862,1877,19983
8513,-6261,-6528,45120
-8068,-2696,-7911,-474
-6685,-9690,-8981,6885
4621,9282,7018,-7194
-3783,-9629,3390,-21522
1743,-4778,7003,-15783
4143,2473,-1789,17793
3473,7563,-2865,19011
-4146,1806,724,-14613
-1836,-8867,-8238,19203
8347,-6579,-1478,29472
-2847,-7622,-5478,7890
5929,9133,-6884,38436
4124,-5264,978,9435
-8163,-1292,-2357,-17421
-6632,9755,-200,-19299
-9593,9718,-301,-27879
-5015,-397,7095,-36333
-7602,1655,604,-24621
-5481,-6212,1995,-22431
-7382,6086,9015,-49194
-1935,5596,-6166,12690
-668,7555,5650,-18957
-9222,-1156,-4687,-13608
4196,-3650,-328,13569
-2647,4180,-7605,14871
7688,-2363,4435,9756
2109,8134,1556,1656
6543,6138,2480,12186
-392,4260,4918,-15933
-140,-2864,-951,2430
9716,9701,1969,23238
-7055,4841,3136,-30576
3433,6973,-7205,31911
-1129,-2073,-9056,23778
1211,9507,2772,-4686
9026,2963,6603,7266
-2268,-9670,-7655,16158
2935,6483,-6571,28515
6412,-5719,-9735,48438
2704,-131,6548,-11535
-8708,8522,-4129,-13740
6886,-4895,8493,-4824
1872,-9202,8177,-18918
-204,4690,8909,-27342
-9392,-2320,3481,-38622
-9507,-768,8847,-55065
2789,-8368,5617,-8487
-7424,-1351,3445,-32610
-4909,6489,-6929,6057
3290,4449,-8448,35211
2712,7225,6765,-12162
-9807,2486,4850,-43974
-262,6286,-816,1659
-1498,-9289,6098,-22791
-1350,5068,4225,-16728
-6752,-4111,8096,-44547
52,-3276,-16,201
2457,-7758,35,7263
6095,-9322,773,15963
-1472,-9683,5402,-20625
-6707,-9670,-2482,-12678
4076,2124,-2810,20655
-9385,-8956,-8680,-2118
-5484,-7670,6922,-37221
-7549,-6243,-8314,2292
-9354,-1877,-5040,-12945
5587,1144,-4882,31404
-447,-9892,3113,-10683
-4669,5514,543,-15639
-5764,-1369,-9200,10305
3178,-7057,416,8283
4552,-2392,-5229,29340
-9287,-1765,5482,-44310
809,668,-2408,9648
-8259,662,-8691,1293
7875,5400,-2415,30867
8459,-6687,9609,-3453
-4619,-8989,-1486,-9402
2866,-8897,-9310,36525
2346,-6921,-8553,32694
-9805,2602,4931,-44211
-9969,-5300,-4753,-15651
-7866,-7620,-7459,-1224
-1599,-4122,6649,-24747
-1004,-5662,3215,-12660
9353,-1909,-3684,39108
-643,5310,-461,-549
-7355,-9830,4204,-34680
-7448,-2008,1152,-25803
-5224,-7944,4875,-30300
5367,-3827,8781,-10245
9493,-5159,-8846,55014
5722,5897,2575,9438
4085,-9209,-3289,22119
-7242,3911,-6707,-1608
8512,-5352,-6597,45324
304,4408,-810,3339
-8227,3108,-1350,-20634
-8011,-5765,7015,-45081
-5109,-4626,9354,-43392
-4214,-6640,5367,-28746
8686,-2057,2252,19299
-2585,-157,-1058,-4584
9159,1158,-1567,32175
1270,-1754,-3475,14232
-9393,-1907,208,-28806
-6344,-8997,-313,-18096
-4489,9245,-205,-12855
-5067,-3635,-8292,9672
6773,-7007,4696,6228
-5641,4752,-4397,-3735
7327,-9414,-1094,25260
5693,144,-3262,26862
9025,524,-2005,33087
9246,5742,776,25407
8573,-3956,7409,3489
-9643,2396,124,-29304
7849,-7982,7306,1626
-9240,1312,-9300,177
-3811,-9211,-8069,12771
-9994,-2192,-9504,-1473
6977,5440,3744,9696
-3439,-8606,-1975,-4395
191,-3134,8184,-23982
-3829,2674,-681,-9447
5873,-1647,2064,11424
3859,5081,872,8958
5462,8095,-1765,21678
-1589,8730,-9812,24666
-6957,-9223,-9573,7845
7656,609,639,21048
-9413,-1217,8245,-52977
-6859,-8438,-8452,4776
-1862,3770,-9893,24090
-8564,5365,657,-27666
-3438,-6369,-3230,-627
-1664,2861,2704,-13107
-3839,1580,316,-12468
8002,-4702,6272,5187
1983,-9228,-7961,29829
-791,-3874,3605,-13191
-3156,5550,-7167,12030
2415,-5440,-4028,19326
-2751,7273,4116,-20604
7949,6896,1839,18327
-2114,-3234,7857,-29916
-8162,-2981,134,-24891
-3004,7517,-3019,42
-9787,3709,-3089,-20097
-9389,9768,-6121,-9807
1312,4079,4193,-8646
5482,-1919,-3991,28416
1147,-2353,-9446,31776
709,2314,-6549,21771
-4808,-6361,-3084,-5175
-7247,-9274,5759,-39021
-5017,8753,4348,-28098
-130,-2456,2624,-8265
-4193,-4779,6177,-31113
4058,-719,4026,93
-1508,-8850,-5262,11259
1471,1769,-2005,10425
-8628,-5529,-5006,-10869
5102,1970,-5719,32460
-7527,-4671,-6011,-4551
5175,1662,8891,-11151
96,-349,-2909,9012
-8629,-368,7812,-49326
-3276,-9947,-7356,12237
7010,3656,-9844,50559
-3049,-957,1638,-14064
-1723,614,-1813,267
8113,-4953,2814,15894
7105,1775,6760,1032
1121,5863,3528,-7224
-905,8588,1723,-7887
-2365,-7919,9840,-36618
-2633,7986,-4271,4911
6164,-4645,-743,20718
-7334,-1684,9181,-49548
-2953,-6001,5753,-26121
-3785,-2872,-6756,8910
7178,-8427,4492,8055
-4810,696,-9166,13065
-7119,-3548,896,-24048
-8597,8147,-7841,-2271
7736,6448,4270,10395
1996,-981,945,3150
-524,-3809,-6759,18702
3549,895,-7676,33672
-9195,-7482,-6296,-8700
-363,1065,5360,-17172
3807,5416,423,10149
4167,3058,-3011,21531
-9665,-7171,-6603,-9189
8733,5502,6197,7605
2179,5982,-1070,9744
-6092,4585,2969,-27186
-8818,-7734,-7380,-4317
-6053,-878,-3482,-7716
7048,-4717,-723,23310
-7758,-7624,5517,-39828
2506,6658,-8444,32847
-1144,5219,-4827,11046
-6249,-912,-1899,-13053
-4428,7052,-469,-11880
4400,3484,4596,-591
-7035,-9238,-9815,8337
3086,-1659,4031,-2838
5196,-6106,2057,9414
3973,2268,9646,-17022
-1711,5933,-2821,3327
-7819,-7013,6261,-42243
-103,-2292,-3161,9171
5343,466,8531,-9567
9165,9372,-9168,54996
4876,-6823,-969,17532
-8011,9624,4816,-38484
-8591,-3937,2759,-34053
9655,-1756,4208,16338
-3065,7330,4515,-22743
-6972,-9536,344,-21951
-889,2833,-5236,13038
4870,-2961,-3077,23838
696,6886,7566,-20613
6886,2416,9410,-7575
-7973,-3822,9841,-53445
9431,-6059,6282,9444
3817,-4148,-2224,18120
610,8642,-5492,18303
705,734,5825,-15363
1353,-8367,-7002,25062
6385,7969,-2760,27432
-770,-4163,-3899,9384
890,-1684,-7217,24318
2658,7131,-2690,16041
2528,-6834,6513,-11958
-8416,-6482,-7954,-1389
8471,1077,4494,11928
761,7144,-6891,22953
-1304,6954,4758,-18189
3425,-6457,2932,1476
-2785,-7253,-7861,15225
9084,-7319,-1057,30420
6667,-8058,1435,15693
-4603,5713,1088,-17076
-4519,-1501,152,-14016
-7964,5984,1776,-29223
-3792,332,6717,-31530
-7258,6049,2666,-29775
-2714,-8225,3991,-20118
8484,5621,-2807,33870
3869,8661,-8405,36819
43,-1164,18,72
-2003,-6564,-340,-4992
5691,4551,-5361,33153
421,-7147,-2447,8601
-4761,-7680,-8149,10161
5105,1297,7917,-8439
8873,9341,-9324,54588
5050,-2171,-6773,35466
-3638,6086,-6506,8601
8909,6997,-2448,34068
-1522,9824,-2480,2871
-1069,1518,4776,-17538
4484,1765,-751,15702
7288,8905,-2027,27942
7954,6470,-8937,50670
2918,7134,-1506,13269
320,-5444,-13,996
-947,424,-2515,4701
6149,-4890,-5021,33507
-3734,-7440,-2487,-3744
3227,-6421,-6205,28293
-4357,-6199,7956,-36942
7015,-6178,-4059,33219
-9461,-7995,-9555,279
-9165,5023,3544,-38130
-6828,1435,7836,-43995
2440,5978,-3222,16983
7257,2969,6559,2091
-1440,-9356,6452,-23679
-7402,7253,-3194,-12627
-656,37,-9364,26121
-2187,-2537,-3054,2598
-3066,6096,4962,-24087
-9128,-2351,-5581,-10644
-4985,5480,-1650,-10008
-2014,-5680,-9069,21162
941,1711,421,1557
-1426,7963,8777,-30612
7622,254,-7564,45555
9136,6276,-2631,35298
-2641,8437,4248,-20670
-6697,7016,-6635,-189
-5195,-3024,1029,-18675
6121,-3359,5573,1641
-6417,6458,-846,-16716
-4243,2016,6278,-31566
5455,-8010,4178,3828
-1613,-1999,-4929,9945
7384,-1420,-3132,31545
-9713,-654,5788,-46506
-6723,5500,1942,-25998
3732,7988,7327,-10788
-3159,-376,7411,-31713
1277,-3330,-1094,7110
9642,6305,-3616,39771
2401,5308,6929,-13587
-9199,-350,2646,-35538
-2,8280,-444,1323
1539,2101,-5999,22611
4797,8467,8070,-9822
-5815,-1818,1060,-20628
629,5207,-4057,14055
-8042,1646,-7725,-954
-4671,-7485,-211,-13383
-5549,-939,370,-17760
7981,7040,4866,9342
-6511,-4046,9832,-49032
3539,9542,-1885,16269
4420,299,-6327,32238
9975,180,-3585,40677
-3003,-6855,646,-10950
-2730,8294,56,-8361
4330,8184,4028,903
-9781,-1764,-6672,-9330
-5841,-5266,-7183,4023
-8488,4926,3469,-35874
6446,-2898,8494,-6147
9194,-2356,7124,6207
5391,-8553,-5265,31965
-2773,-1522,6819,-28779
-7294,4126,-4087,-9624
9715,7137,-1425,33417
-7017,4772,7710,-44184
-9577,6677,2765,-37029
-9612,8988,630,-30729
-7242,1973,273,-22548
-4493,-3260,-2919,-4725
8883,9948,4989,11679
-5422,3680,-5109,-942
1612,-4732,8316,-20115
3899,7757,-9684,40746
-7465,-3719,-1181,-18855
-4328,8102,9725,-42162
-3391,8258,-5726,7002
7581,-4338,-9368,50844
7703,545,5385,6951
-9419,8022,1103,-31569
7586,3166,9515,-5790
6632,8367,-3565,30588
-6982,5462,-3132,-11553
7629,-8707,7437,573
-6859,-2934,6672,-40596
-9433,3473,-2524,-20730
5738,-7141,-7812,40647
946,-6428,-5333,18834
6221,8236,4675,4635
-634,7897,-6296,16983
-7328,-7500,2317,-28938
195,-127,-838,3096
-6926,-7148,7830,-44271
233,466,-3211,10329
-1340,-8919,6382,-23169
5595,1350,6696,-3306
-1853,-4502,7394,-27744
-710,1901,8384,-27285
-6872,-8140,7337,-42630
-2809,1473,-7857,15141
7322,6279,833,19464
4778,564,-4469,27738
2794,-1462,8125,-15996
1156,1040,8620,-22395
-3059,-6887,5565,-25875
5168,-1666,7108,-5823
-6246,3769,2082,-24987
-4343,8069,763,-15321
-5664,-2163,2462,-24381
-2560,-2294,5503,-24192
6131,271,6962,-2496
-297,7026,8672,-26910
147,7861,3013,-8601
2376,5187,322,6159
-8094,8187,8934,-51087
8572,-8716,8469,306
-5905,5184,4050,-29868
3014,-3244,5242,-6687
2655,-8664,-622,9828
1508,88,-327,5502
356,-358,1693,-4014
9052,-1899,-1835,32658
4395,2344,-4769,27489
-1214,-9601,-6005,14370
-4700,-2415,5304,-30015
-1306,297,-2382,3225
8610,6272,-369,26934
4184,8421,-8606,38367
-1652,8144,-4013,7080
-2331,4317,-7648,15948
8978,-4256,-7488,49395
-1976,8010,3632,-16827
-6341,3851,9856,-48594
7862,5965,-6159,42060
8461,8451,-748,27624
8575,9165,8598,-72
8570,-53,-8389,50874
2893,-3056,822,6210
-1404,-3089,-770,-1905
2340,4292,1505,2502
7289,-4924,-46,22002
4185,5576,-7563,35241
2060,5720,-9798,35571
8494,8317,-608,27303
5459,-7332,4469,2967
6830,5374,1219,16830
5165,8037,1738,10278
-2696,-9975,1186,-11649
9797,3917,-5791,46761
-59,1223,4279,-13017
3875,9955,-4607,25443
-6918,1439,-3832,-9261
-9263,-9978,5104,-43104
8776,4225,1409,22098
-6811,1590,1063,-23625
1904,-3650,-756,7977
9125,2344,4059,15195
-4965,-6976,7875,-38523
1326,-3874,9123,-23394
-3589,-5292,77,-11001
4005,8245,6371,-7101
-6063,-4708,-6477,1239
-1887,-1583,295,-6549
-2675,9498,-439,-6711
9432,-4011,6154,9831
-2075,4741,664,-8220
4710,9316,-5762,31413
2834,6589,-6340,27519
-3966,-8508,426,-13179
4781,-2611,3409,4113
1589,6178,2948,-4080
8206,5028,-3,24624
-2626,-1909,5151,-23334
-2330,-2316,-2090,-723
-314,-4914,-3881,10698
3836,-8892,-1440,15825
-5054,5409,-5532,1431
-5156,9752,6831,-35964
1172,6529,-9604,32325
2869,-2128,236,7896
-1688,7888,-4515,8478
9376,-4474,-2536,35733
-1702,-5117,-9357,22962
-9875,9504,6495,-49113
8706,4064,6947,5274
-1902,1527,4681,-19752
-7473,6632,-3850,-10872
8970,5594,-4411,40140
-5855,-4939,-2638,-9654
-2051,-2546,-3961,5727
1921,8676,9829,-23727
-6397,689,6710,-39324
8330,-8935,9836,-4521
1602,9345,-1003,7812
1047,8023,4493,-10341
9522,-3256,2510,21033
8272,7946,-6065,43008
8534,-8490,6211,6966
4622,-3895,-5805,31278
2480,-9959,-2271,14250
-4122,-8609,-5424,3903
-4008,6085,7908,-35751
1289,-1310,7858,-19710
-9697,1692,-9559,-417
-7795,7352,8581,-49131
-9292,-5264,9971,-57792
1773,-9996,2523,-2253
-3065,-675,7933,-32997
6238,7452,4773,4392
-3201,-9432,-7771,13707
3372,-9191,-1041,13236
-6672,2149,-7129,1368
3077,-920,-9033,36327
4944,1175,-7283,36678
-2357,1635,-6452,12282
8820,1164,-1554,31119
2509,4304,4923,-7245
6875,4897,-7648,43566
4435,-4511,8039,-10815
6192,8098,-1519,23130
8349,-4369,2494,17562
-2633,7756,-3521,2661
5043,6263,-281,15969
-3917,-1985,-8190,12816
6854,7122,-5032,35655
-8195,-7257,-8210,42
-3138,-7929,-5454,6945
5637,-1959,-8693,42987
273,-5090,5597,-15975
-79,4242,8690,-26310
1335,-6318,-7234,25704
-6669,6480,8595,-45795
792,-9557,2504,-5139
2665,-3738,480,6552
-2710,-6940,4786,-22491
-3436,-5548,-7547,12330
-5326,986,-1372,-11865
-8219,7731,-9241,3063
-3510,757,-3756,735
7989,9226,2363,16875
-4086,-4944,2253,-19020
8804,-1451,5625,9534
-7009,206,7479,-43467
9324,3393,-6442,47295
-2543,3351,8018,-31686
-3189,-6800,-6725,10605
9516,1433,-1818,33999
-4611,-3174,8371,-38949
-3640,-2071,-7965,12972
-8882,7507,8823,-53118
2531,-1413,-9784,36942
9898,-2427,6545,10056
-1291,-4398,6887,-24537
8665,6042,7613,3153
3820,781,9043,-15672
-9271,8136,-2433,-20517
-8762,-8675,-588,-24525
-2384,-2651,6437,-26466
-4029,-4110,7761,-35373
9491,6452,6353,9411
7954,-1209,6626,3981
-3042,3016,9067,-36330
2745,9445,1285,4377
1452,4705,-1878,9987
-2181,-1110,7415,-28791
1214,-4129,5049,-11508
460,6817,1297,-2514
6521,-7531,9887,-10101
-4358,186,3090,-22347
-3079,1791,-3151,213
8669,-9222,-4211,38637
7560,1594,-9596,51465
3486,-7018,2765,2160
5840,-8009,-6565,37212
5162,-5119,5203,-126
-1955,8565,-8716,20280
-7839,4464,8236,-48228
587,-9529,3719,-9399
3215,-7021,-4764,23934
-7600,-5381,9397,-50994
-3204,9722,6001,-27618
5241,5773,-3564,26412
7969,3467,-8514,49446
9523,3552,1881,22923
9203,6611,2854,19044
2715,4868,7557,-14529
9035,4810,-8715,53247
-5946,8102,6828,-38325
2740,-5256,7297,-13674
-2796,-5946,-1954,-2529
1173,-9953,4647,-10425
-4461,-7638,-2841,-4863
-7123,-8904,-2265,-14577
2895,-380,2098,2388
5654,1769,-2045,23094
3435,-9419,-3623,21171
2283,1440,3529,-3741
-7199,-4809,-5124,-6228
-72,7445,6328,-19203
-4737,943,6304,-33126
2428,7972,3918,-4473
16,1426,9118,-27309
9732,293,5205,13578
8339,6662,1004,22002
3341,-5067,-5433,26319
6107,740,9247,-9423
7256,-1636,-3214,31407
458,9037,-4679,15408
-4388,-6827,3141,-22590
8220,-3916,-3139,34074
7064,6118,1694,16107
9912,4658,549,28086
1280,-1452,8871,-22776
-6507,-1461,3729,-30711
2323,-5911,-3516,17514
5125,2469,8645,-10563
1102,-3846,-642,5229
-4221,-4705,6497,-32157
4587,-237,-2225,20433
1925,-2194,-3936,17580
5172,3899,-4220,28173
3343,-9431,3682,-1020
4624,-2950,-8586,39627
5359,-8673,9622,-12792
5196,6496,-1411,19818
3933,-2261,153,11337
1354,3135,7092,-17217
-270,-2575,2030,-6903
6548,7130,-5198,35235
9595,-9360,-3673,39801
1058,-5634,-7154,24633
4087,-848,-4713,26397
-1261,6159,-2959,5091
-8927,-9509,2193,-33363
9442,-6140,205,27708
5026,-195,8394,-10107
3441,8088,1980,4380
-7942,-3058,2815,-32274
3703,-2571,9847,-18435
2771,420,-999,11307
-802,6867,8021,-26472
-9582,1318,5886,-46407
-2667,2046,9718,-37158
-2429,8003,-6564,12402
-9730,792,2538,-36807
8511,9466,-3409,35757
6301,-7394,4855,4335
-7013,-1636,4116,-33390
1230,8146,-8838,30201
2237,-7352,-3693,17787
-9201,-692,6296,-46494
2390,159,6030,-10923
-7955,6250,4535,-37473
-2695,-7514,-752,-5832
3398,8383,8339,-14826
-1157,-4487,3008,-12498
-3983,-6769,-3885,-297
-1,-7756,161,-489
